title,c
commercial marine landings data,1
commercial marine landings database,1
multi state study of pre kindergarten and state wide early education program,1
head start s family and child experiences survey,1
multi state study of pre kindergarten,1
national survey on current status of the important parasitic diseases in human,1
postsecondary student survey of disability,1
nacional postsecondary student aid study,1
survey content the beginning postsecondary students,1
beginning postsecondary education students longitudinal study,1
working group on the methodology of survey research on fathers,1
national postsecondary student aid study data analysis system,1
earned degrees survey,1
survey of earned doctorates chart,1
survey of earned doctorates the survey of earned doctorates,1
survey of earned doctorates source,1
survey of earned doctorates quality profile report,1
survey of earned doctorates within,1
survey of earned doctorates tables,1
changes in survey variables,1
survey of earned doctorates and the doctorate records file,1
education national center for education statistics integrated postsecondary education data system completions survey,1
education center for education statistics and the national research council survey,1
degrees and other formal awards conferrcd survey,1
national research council survey of eartvd doctorates,1
education national center for education statistics and the national research council survey,1
college work study parent,1
aucation national center for education statistics and the national research council survey,1
survey of graduate science student support and postdoctorals national science foundation,1
national science foundation science resources studies survey of earned doctorates,1
survey of doctert recipients,1
primary field of study education,1
employees by assigned position survey,1
current population survey september supplements,1
integrated postsecondary education data system and the schools and staffing survey,1
office of postsecondary education data,1
pell grants federal college work study program and stafford loans,1
national longitudinal survey of youth labor market experiences,1
education national center for education statistics private school universe survey,1
regular the private school survey,1
print processing and the early childhood longitudinal study kindergarten class,1
schools and staffing survey question,1
user guide for the international database foy drucker,1
national teacher and principal survey volumes,1
testing of schools and staffing survey items summary of findings and recommendations,1
education national center for education statistics early childhood program participation survey,1
collection database to the holding database,1
user guide for the international database,1
study findings sheet,1
study children form and instructions,1
data files and database,1
school codes for the exchange of data,1
school associated violent deaths study,1
justice bureau of justice statistics national crime victimization survey,1
beginning postsecondary survey,1
school based management survey,1
school administrator survey and the school survey,1
assessment of education progress national longitudinal study high school and beyond second,1
head of the survey operations section,1
survey section and the scoring data reduction sampling data analysis and report,1
education data system finance survey,1
national assessment of education progress and the schools and staffing survey,1
public elementary secondary school universe survey for school year,1
local education agency universe survey the state nonfiscal survey of public elementary,1
secondary education the national public education finance survey and the school district,1
pro gress in international reading literacy study,1
reading study group and the american diploma project,1
progress in international reading literacy survey,1
alexander james study group,1
sources higher education general information survey,1
survey of federal support to universities colleges and nonprofit institutions federal,1
regional educational laboratory northwest study,1
teacher survey of the schools and staffing survey,1
greensboro early schooling study,1
early learning and early identification study,1
national crime victimization survey and the school crime supplement,1
principal school disciplinarian survey on school violence,1
national school based youth risk behavior survey,1
principal survey on safe disciplined and drug free schools,1
school survey on crime and safety detailed data documentation,1
trends in international mathematics andscience study,1
survey on distance education,1
integrated postsecondary education data system fall enrollment survey,1
survey of public elementary secondary education,1
pell institute for the study of opportunity in higher education,1
year old follow up of the early childhood longitudinal study birth cohort,1
education s early childhood longitudinal study kindergarten class,1
study of language minority and non language minority children,1
education fast response survey system,1
early childhood longitudinal study kindergarten battery,1
early childhood longitudinal study and the national health interview survey,1
delaware early chddhood longitudinal study,1
kindergarten and birth cohorts of the early childhood longitudinal study,1
national institute of child heath and human development study of early child,1
early childhood longitudinal study base year data,1
early childhood longitudinal study of the kindergarten classes,1
equality of educational opportunity study,1
national household education survey early childhood program participation survey,1
study center international study center,1
employees who study,1
national postsecondary student aid survey methodology report,1
students who work and employees who study,1
study center lynch school of education boston college,1
international study center lynch school of education boston college,1
international reading literacy study piesse and rust,1
comparative study using,1
south african trends in international mathematics and science study,1
international study center in the lynch school of education,1
advanced international benchmark high international benchmark intermediate international this study,1
science trends in international mathematics and science study,1
trends in international mathematics and science study south africa data,1
advanced mathematics study,1
survey definitions norialiariabdify,1
response analysis of the survey of industrial research and development,1
survey of industrial research and development during,1
national center for education statistics sample survey,1
schools findings from the school survey on crime,1
education national center for education statistics fast response survey system,1
postsecondary education transcript study and student financial aid records collection data file,1
postsecondary education transcript study and student financial aid records data collection,1
update and the high school transcript study,1
high school transcript study of the high school longitudinal study,1
update and high school transcript study data,1
base year survey restricted use file,1
education national center for education statistics high school longitudinal survey base year,1
update of the high school longitudinal study,1
high school longitudinal study data,1
main study and national supplement technical report,1
main study and national supplement,1
national digital guidance database,1
historical hurricane database,1
corps of engineers hurricane evacuation study,1
servicewide study and the sandy study,1
national geodetic survey lidar data,1
hurricane sandy and the sandy study,1
construction database table,1
multi platform tropical cyclone surface winds analysis data,1
goddard space flight center and the united states geological survey,1
coast and geodetic survey archives shureman,1
iowa environment mesonet data,1
army corps of engineers study,1
comprehensive habitat type database,1
online survey questions,1
tabulated survey answers,1
survey question format,1
models of infectious disease agent study,1
long island sound study,1
georgia institute of technology atmospheric radiation measurement external dataset descriptions,1
study report appendix,1
louisiana coastal protection restoration study,1
delaware hurricane evacuation study,1
infrastructure gulf coast study phase,1
national climate data center s climate database modernization program,1
database assisted design,1
marine reservoir effect database,1
geophysics study committee,1
selected study area planning zone,1
case study of cedar island,1
american lifelines alliance study,1
gulf states population survey,1
survey of the coast of the united states,1
national land cover dataset homer,1
florida geologic survey,1
coastal assessment regional scenario working group study,1
september december and march survey,1
access to biological collections data,1
north west shelf joint environmental management study,1
german federation for biological data,1
google dataset search,1
multibeam bathymetry database next,1
locations of study sites,1
tsunami propagation database gica,1
database and maine s beginning,1
microsoft access database,1
hawaiian government survey,1
university of hawaii land study bureau,1
middle rio grande basin study,1
national resources conservation service soil survey geographic database,1
united states fish and wildlife service study,1
national landcover dataset,1
survey land use land cover,1
digital national elevation dataset national ocean service,1
chesapeake bay land cover data,1
land cover database,1
detailed soil survey,1
national hydrologic dataset,1
puget sound stream benthos data,1
vietnam marine conservation southern survey team,1
wildlife service s status and trends study,1
reef life survey stuart smith,1
this sebastian inlet study,1
national ocean service hydrographic database,1
vertical accuracy of the national elevation dataset,1
units for study site selection,1
characterizing anthropogenic stress gradients for study site selection,1
maryland biological stream survey,1
juvenile striped bass seine survey,1
national hydrography dataset and watershed boundary dataset,1
texas natural diversity database,1
survey horseshoe crab beach survey index of spawning activity,1
coastal landscape analysis and modeling study,1
diagnostic feasibility study,1
coast survey personnel,1
national hydrography database,1
national hydrological dataset,1
national survey of fishing hunting and wildlife associated recreation,1
global land survey,1
statewide landcover and trees study,1
web enabled landsat data,1
remote sensing survey,1
forest survey of india,1
national hydrology dataset,1
geological survey in london and in nocosia,1
louisiana geological survey data,1
carlson of the geodetic survey,1
close up of the onslow beach study,1
literature review this study,1
national levee database,1
watersheds boundary dataset,1
national land cover dataset vogelmann and wickham,1
survey s land use data analysis,1
survey wetlands research center in baton rouge louisiana,1
survey western ecological research center,1
united states geological survey and the washington state department of ecology,1
quaternary faults and folds database of the united states geological survey,1
survey s land use data analysis data,1
ventura county rational method study,1
american consumer survey data,1
chesapeake bay breakwater database project,1
department of civil and materials engineering and the united states geological survey,1
survey coastal and marine geology program,1
national geodetic survey national oceanic and atmospheric administrations,1
ohio state university and the national geodetic survey national oceanic and atmospheric,1
hydrographic survey and processing software,1
nearshore sediment transport study thornton and guza,1
oakland alameda resilience study,1
delaware river study area,1
illinois natural history survey,1
survey components completions graduation rates graduation rates,1
survey component admissions,1
survey components completion fall enrollment institutional characteristics recommendation,1
survey component student financial aid recommendation,1
survey materials glossary,1
national science foundation s national survey of recent college graduates,1
conference on the analysis of micro economic data,1
completions survey and institutional characteristics survey,1
child care for parents in academia survey,1
institutions and the survey of graduate students and postdoctorates in science,1
real shortage study,1
licensing activity survey,1
survey of earned doctorates and doctorate records file,1
survey of earned doctorates education,1
doctorate employment survey,1
historical changes in the higher education general information survey,1
survey of earned doctorates racial,1
earned doctorate survey,1
national survey of earned doctorates altheimer dillman,1
national science foundation the survey of earned doctorates,1
american academy of arts sciences in the humanities departmental survey,1
survey of earned doctorates national science foundation table,1
survey of doctoral students in special education,1
special education doctoral graduate survey,1
faculty shortage study smith pion tyler sindelar rosenberg,1
survey of doctoral students in special education and the special education doctoral,1
graduate student follow up survey,1
association for the study of higher education,1
survey of eamed doctorates,1
national science foundation s annual survey of earned doctorates,1
education national center for education statistics higher education general information survey,1
integrated european world value survey,1
american community survey and current population survey,1
race ethnicity field of study and institutional characteristics according to the council,1
national center of education s higher education general information survey,1
completions survey and the national science foundation s survey of earned doctorates,1
global survey of scientists contractor employment,1
global survey of scientists contractor family,1
national opinion research center survey of earned doctorates,1
beyond the ivory tower survey,1
survey of recent special education faculty job search coordinators,1
special education doctoral program survey,1
special education doctoral program survey smith,1
task force on doctoral study,1
national longitudinal survey of youths the national longitudinal survey of the class,1
center for the study of education policy,1
selected survey questions,1
survey of earned doctorates individuals,1
survey of doctorate recipients national science foundation,1
survey of earned doctorates integrated science and engineering resources data system,1
korean retirement and income study,1
korean and non korean surname survey of earned doctorate,1
working life survey systems of france the united states and the united,1
national survey of college graduates and the survey of earned doctorates,1
scientist salary survey,1
destination of leavers of higher education survey,1
survey of doctorate recipients torche,1
postgraduate research experience survey,1
national science foundation s survey of doctoral recipients,1
survey of doctoral student finances experiences and achievements,1
student needs assessment survey,1
national academy of science s survey of earned doctorates,1
changing academic profession survey,1
database on european framework programmes,1
korea research foundation s database for report of doctoral degree earned,1
foreign country and the survey of earned doctorates,1
national longitudinal study of the high school,1
national research council s survey of earned doctorn,1
survey of the high school class,1
national research council s survey of earned doctorates,1
survey of earned doctorates the national science foundation,1
versus part time study,1
field of study anticipated change from,1
comparative study of selected ethnic groups fogel,1
survey of doctorate recipient derkach,1
undertake and complete doctoral study and this,1
science and engineering statistical database,1
national survey of recent college graduates the national survey of college graduates,1
survey of doctorate precipitins,1
national science foundation data,1
graduate student motivation and identity survey,1
national science foundation s survey of graduate students and postdoctorates in science,1
survey of graduate students and postdoctoratei,1
census bureau s american communities survey,1
community college and beyond survey,1
department of labor s national longitudinal survey of youth and the census,1
bureau s survey of income and program participation,1
national longitudinal surveys of youth these survey,1
child and young adult survey,1
annual survey of local government finances,1
survey of business owners,1
bureau s survey of business owners,1
census taker quarterly services survey and security information,1
census and american community survey,1
machine learning in survey research machine,1
infrastructures and finland finnish research infrastructure survey and roadmap,1
federal support survey,1
survey of federal support to universities colleges and nonpiofit institutions fiscal year,1
national science foundation the national survey of college graduates the national survey,1
recent college graduates and the survey of doctorate recipients,1
census for the national survey of college graduates,1
national science foundation the survey of doctorate recipients,1
occupational employment study,1
school enrollment supplement to the current population survey,1
section on survey research methods,1
labour force survey data,1
methods panel survey of income and program participation,1
census bureau s computer assisted survey research office,1
survey instrument both,1
national survey of recent college graduates and the national survey of college,1
bureau of labor statistics current population survey,1
survey of income program participation,1
survey of natural and social scientists,1
geoscience student exit survey,1
survey of doctorate reciptient data,1
panel survey of entrepreneurial dynamics,1
nurses health survey,1
framingham heart survey,1
final survey weights,1
survey of doctoral recipients of the national research council,1
survey of doctorate recipient data,1
years before the survey,1
survey of doctorate recipients and the national survey of college graduates,1
national study of postsecondary faculty survey,1
survey of doctorate recipients sabharwal,1
national study of postsecondary faculty data,1
longitudinal survey of young women,1
contract researchers survey,1
irish universities study,1
national science foundation survey of doctoral recipients,1
integrated postsecondary education data series and the survey of doctorial recipients,1
survey of doctorate recipients longitudinal survey,1
survey on human resources in science and technology,1
consumption expenditure survey vissing,1
gene ral soc ial survey,1
according to the carnegie survey the japanese,1
annual capital expenditures survey,1
survey of energy innovation,1
annual survey of manufactures data,1
annual survey of manufacturers data,1
response analysis survey,1
french innovative survey,1
italian innovation survey,1
longitudinal foreign trade transactions database,1
longitudinal firm trade transaction database,1
annual survey of manufactures statistics for industry groups and industries,1
consumption expenditure survey,1
survey methodology december,1
national institutes of health survey,1
distance monitoring survey system,1
state university database system,1
british crime survey bolling grant and sinclair,1
health survey of england erens prior korovessis calderwood brookes and primatesta,1
occupational employment survey,1
census of manufactures and annual survey of manufactures,1
census of manufactures and annual survey of manufacturers,1
census s center for survey methods research,1
longitudinal business database and census of manufacturers,1
auxiliary establishment survey,1
research database longitudinal business database,1
longitudinal research database the longitudinal business database,1
longitudinal establishment database,1
annual survey of manufactures becker and grim,1
national science foundation s survey of industrial research and development state,1
commerce s survey of international air travelers,1
cambridge econometrics european regional database,1
annual membership survey of pharmaceutical research and manufacturers of america,1
monthly retail sales survey,1
monthly wholesale survey,1
census bureau s monthly retail trade survey,1
census bureau s monthly wholesale survey,1
manufacturing energy consumption survey ware martin,1
annual retail trade survey,1
berkeley computer assisted survey methods program,1
advanced monthly retail trade survey and the quarterly property tax survey,1
census bureau s center for survey methods research,1
census bureau s longitudinal business database and economic censuses the national science,1
foundation s survey of industrial research and development,1
manufacturing energy consumption survey,1
census bureau survey of industrial research and development,1
survey of state government,1
national institutes of health higher education research and development survey,1
national science foundation s higher education research and development survey,1
national farmers market survey,1
national establishment time series database,1
science foundation division of science resources studies survey of earned doctorates,1
understanding american agriculture challenges for the agricultural resource management survey national academies,1
survey design and chapter,1
survey national land cover dataset,1
farm business and farm operator household data survey,1
land and management practices survey,1
rural environment and agricultural commodities survey,1
feed grains database,1
farm business survey,1
farm financial survey data,1
main science and technology indicators data,1
vocational training survey of the european union,1
internal revenue service to the consumer expenditure survey,1
early education longitudinal study belfield,1
panel study of income dynamics the national health interview survey the medical,1
expenditure panel survey and the early childhood longitudinal study,1
conference on the analysis of establishment micro data,1
decennial employer employee database,1
worker establishment characteristics database,1
medical expenditure panel survey insurance component,1
census survey of industrial research and development,1
linked employer household data,1
decennial census american community survey economic census and annual economic surveys,1
homeland infrastructure foundation level database,1
coastal flood insurance study,1
national treatment center study,1
county health study,1
behavioral risk factor surveillance system national health interview survey,1
supplementary table this study,1
health survey well,1
national epidemiological survey on alcohol and related conditions dawson grant stinson chou,1
national survey on drug use and health wright sathe spagnola,1
drug abuse treatment outcomes study,1
national treatment improvement evaluation study,1
rural urban treatment outcome study,1
kentucky treatment outcome study,1
national hospital discharge survey,1
medicare payment and utilization database,1
healthcare cost and utilization project database agency for healthcare research and quality,1
nations survey of drug use and health,1
similarly in the monitoring the future study,1
community youth development study,1
communities that care youth survey,1
consumer expenditures survey abdel ghany and sharpe,1
national health and wellness survey,1
lupus outcomes study,1
brigham rheumatoid arthritis sequential study,1
clinical practice research data,1
treatment efficacy and toxicity in rheumatoid arthritis database,1
french pharmacovigilance database,1
work productivity survey,1
routine assessment of patient index data,1
international costs and utilities related to osteoporotic fractures study,1
feiring heart biopsy study,1
routine assessmentof patient index data,1
framingham foot study,1
medical outcome study,1
longitudinal observational study,1
national doctoral program survey,1
national student survey,1
nellie mae national student loan survey,1
multiple institution database for investigating engineering longitudinal development,1
mediterranean oceanic database,1
met office historical marine air temperature data,1
national woodland owners survey,1
wildlife service national survey on fishing hunting wildlife associated recreation,1
service national woodland owners survey,1
world ocean circulation experiment the joint global ocean flux study,1
ocean atmosphere exchange study,1
source world ocean database data,1
international council for the exploration of the sea data,1
international council for the exploration of the sea dataset on ocean hydrography,1
joint western arctic climate study,1
shoreline database wessel and smith,1
global heat flow database,1
global heat flow database of the international heat flow commission,1
surface ocean lower atmosphere study,1
world ocean database of levitus,1
bermuda atlantic time series study,1
salinity processes in the upper ocean regional study,1
irminger basin iron study,1
continuous plankton recorder survey,1
world ocean database johnson,1
land ocean interaction study,1
land ocean interaction study shelf edge study,1
world ocean database garcia,1
sensed surface salinity data,1
february march survey,1
august september survey,1
western marine center national ocean survey of the national oceanographic and atmospheric,1
survey in tacoma washington,1
survey in the gulf of alaska and in yakutat and icy bays,1
three dimensional geodetic survey adjustment sikonia,1
survey professional paper,1
citizenship education longitudinal study kerr,1
education longitudinal study data,1
national college health risk behavior survey,1
national longitudinal study of adolescent to adult health add health add health,1
college risk behavior survey,1
young adult survey,1
from the national educational longitudinal study,1
school nutrition dietary assessment study gleason and dodd,1
mexican family life survey,1
school health programs and policies survey,1
california children s healthy eating and exercise practices survey,1
child care subsidy dynamics study,1
worldwide communications life style survey,1
early childhood longitudinal study s kindergarten cohort,1
annenberg media environment survey,1
early childhood longitudinal study birth cohort snow,1
national comorbidity survey replication adolescent supplement,1
early childhood longitudinal study birth cohort gibbs forste,1
national child development study and the british cohort study the millennium cohort,1
study and the early childhood longitudinal study the national child development study,1
early childhood longitudinal study carolan weiss and matthews,1
beginning school study entwisle alexander,1
national population health survey of canada,1
fragile families study bronte tinkew horowitz and scott,1
fragile families study osborne,1
fragile families study and the early childhood longitudinal study birth cohort,1
study of income dynamics,1
june current population survey,1
national health and nutrition examination survey ogden,1
third school nutrition and dietary assessment study,1
study of early child care and youth development nonexperimental,1
early childhood longitudinal study birth cohort sample,1
phonological awareness survey,1
hispanic health and nutrition examination survey,1
national longitudinal survey of youth child data padilla,1
puerto rican maternal and infant health study,1
early childhood longitudinal study kindergarten and birth cohorts,1
early childhood longitudinal study kindergarten cohort tourangeau,1
korean household panel survey,1
office for national statistics longitudinal study,1
national survey of sexual attitudes and lifestyles wellings,1
national fetal growth study,1
medical outcomes study social support survey,1
social support for exercise behaviors survey,1
background purpose this study,1
survey and the national oceanic and atmospheric administration,1
survey hydrologic instrumentation facility building,1
national oceanic and atmospheric administration s bering aleutian salmon international survey,1
coastal national elevation database and the national oceanic and atmospheric administration,1
department of education s high school longitudinal study,1
study of positive youth development,1
multiple risk factor intervention study,1
rancho bernado study,1
study group diabetes epidemiology collaborative analysis of diagnostic criteria in europe,1
mauritius fiji nauru study,1
national nutrient database,1
consumer reports national research center survey,1
economic research service data,1
food system and food security study,1
multi temporal building footprint data,1
zillow transaction and assessment dataset,1
swedish total enumeration income survey,1
behavior risk factor surveillance system survey,1
survey data analysis for multistage sample design,1
national food stamp program survey data,1
prescription drug abuse survey,1
survey sample international,1
bureau american community survey data,1
national epidemiologic survey on alcohol and related conditions,1
national adult tobacco survey,1
rural grocery initiative,1
food atlas database,1
national survey of children s health singh siahpush and kogan,1
annual survey of state and local governments,1
baltimore longitudinal study of aging gunstad lhotsky wendell ferrucci and zonderman,1
linked patient discharge data,1
survey monkey security policy,1
alignment survey strategy,1
june agriculture survey and the agricultural resource management surveys,1
food patterns equivalent database,1
applied agricultural technology survey,1
world bank s world development indicators database,1
national youth physical activity and nutrition survey,1
business research development innovation survey,1
administrative record survey,1
federal reserve system s survey of consumer finances,1
cropland survey for the upper mississippi river basin,1
tobacco version of the agricultural resource management survey,1
agricultural research management survey,1
a gricultural r esource management survey,1
because the agricultural resource management survey,1
survey methodology program survey research center institute for social research university,1
labor s national agricultural workers survey,1
farm costs and returns survey agricultural resource management survey,1
wheat objective yield survey june area survey,1
fruit tree survey,1
overview of the agricultural resource management survey,1
june area survey and the internal revenue service,1
june area survey and the farm credit system,1
current population survey little,1
national medical expenditure survey rubin,1
national health interview survey schenker,1
a g r i c u l t u r a l r e s o u r c e management survey,1
agricultural resource management survey dairy cost of production survey,1
benchmark study shaw,1
summary of deposits survey and the community reinvestment,1
precision agricultural dealership survey,1
precision agriculture technologies use and adoption survey,1
field crops conference survey,1
united states department of agriculture agricultural resource management survey,1
purdue university s center for food and agricultural business survey,1
precision agricultural services dealership survey results,1
understanding american agriculture challenges for the agricultural resource management survey,1
about the national survey on recreation and the environment,1
census of agriculture census and the farm costs and returns survey,1
agricultural resource management survey national research council,1
agriculture s agricultural resource management survey lake states corn belt northern plains,1
survey of income and education,1
agricultural labor survey,1
agricultural yield survey sample,1
crops stocks survey,1
survey of consumer finances data,1
federal reserve board s survey of consumer finances,1
farm financial management database,1
survey processing system interactive data analysis system,1
survey administration analysis preliminary yellow book,1
june area survey gerling tran,1
survey processing system blaise system,1
survey of consumer finances bucks kennickell and moore,1
agricultural resource management survey and the survey of consumer finances data,1
agriculture and the survey of mishra,1
agricultural resource management survey and the federal reserve board,1
economic research service agricultural resource management survey data,1
current employment statistics survey,1
agricultural resource management survey sneeringer,1
agricultural resource management survey and the census of agriculture,1
crop residue management survey,1
national agriculture statistics service the agricultural resource management survey,1
summary and conclusions this study,1
emission factor database,1
whole cost of production survey data,1
agriculture economics and land ownership survey,1
national agricultural workers study,1
labor s national agricultural workers study,1
farm renewable energy production survey,1
national woodland owner survey butler,1
wisconsin and new york survey,1
quarterly agricultural survey data,1
iowa farm business association and the agricultural resource management survey,1
cost of production survey for hogs,1
classification error survey,1
agricultural coverage evaluation survey,1
minority agricultural coverage evaluation survey,1
agricultural identification survey,1
land utilization survey,1
survey administration branch,1
area frame section and the survey administration branch,1
case study areas,1
farm business survey rural business research,1
farm structures survey,1
retail dealership survey erickson,1
educator survey table,1
australian bureau of statistics agricultural resource management survey,1
source agricultural and resource management survey,1
agricultural census survey,1
agricultural census survey in taiwan,1
survey processing system,1
june area survey field enumerator training workshops,1
june area survey gerling tran earp,1
acreage and production survey,1
crops acreage and production survey,1
september crop stocks survey,1
december crop stocks survey,1
princeton survey research associates international,1
natural resource conservation service soil survey geographic data,1
collaborative soil conservation study,1
elizabeth wong and the military teenagers environments exercise and nutrition study,1
education s early childhood longitudinal study kindergarten cohort,1
nielsen homescan survey rahkovsky and snyder,1
survey of graduate departments of psychology,1
census the american community survey,1
database of state incentives for renewables efficiency,1
university of california los angeles study,1
national center for education statistics educational longitudinal study,1
national longitudinal study of youth children and young adults,1
three city study votruba drzal coley maldonado carreo,1
california staff child ratio study,1
national child care staffing study whitebook howes and phillips,1
national survey of early childhood health regalado,1
study of healthy activity and eating practices and environments in head start,1
department of education s early childhood longitudinal study kindergarten class,1
fertility and family survey,1
generations and gender survey,1
population policy acceptance study,1
hungarian longitudinal growth study,1
longitudinal study on adolescents mothers,1
birth out of wedlock study,1
large family study,1
turning points of life course study,1
health and demographic study on pregnant women and infants,1
national longitudinal child growth study,1
british millennium cohort study,1
princeton fertility study,1
birth cohort of the early childhood longitudinal survey,1
annual manufacturing survey,1
study of initial achievement levels and academic growth in secondary schools,1
program of study non newtonian geophysical fluid dynamics course lectures fellows project,1
geophysical fluid dynamics summer study program,1
database and analysis unit,1
administration on aging s aging integrated database,1
online survey certification and reporting,1
prospective population study of women in gothenburg sweden,1
australian longitudinal study of aging,1
study and the baltimore longitudinal study of aging,1
canadian study of health and aging song,1
massachusetts male aging cohort study,1
baltimore longitudinal study on ageing vitale,1
baltimore longitudinal study of aging mukherjee and thomas,1
oral health san antonio longitudinal study of aging,1
life span study,1
baltimore longitudinal study of aging honolulu asia aging study,1
study and the medical research council cognitive function and ageing study,1
health retirement study,1
women health and aging study,1
panel study of income dynamics child development study and national quality,1
socio economic panel survey and avon longitudinal study of parents and children,1
study populations blood pressure indices models,1
baltimore longitudinal study of aging study,1
baltimore longitudinal study of aging lamar resnick and zonderman,1
canadian health study,1
framingham offspring study and the third national and nutrition examination survey,1
adult changes in thought study and the johns hopkins,1
netherlands cohort study,1
baltimore longitudinal study of aging self reported hearing and noise exposure questionnaire,1
prospective study of the vasculature in uppsala seniors,1
busselton health survey,1
baltimore longitudinal study of aging and the johns hopkins active surveillance program,1
cancer screening trial and the european randomized study of screening for prostate,1
johns hopkins active surveillance program baltimore longitudinal study of aging,1
malm preventive medicine study,1
modification of diet and renal disease study group levey,1
alexander dallas bache superintendent of the coast survey,1
coast survey steamer,1
united states coast survey,1
coast survey schooner,1
coast survey alaska,1
national ocean service office of coast survey,1
coast survey development laboratory,1
societal benefit study,1
fleet societal benefit study,1
ellipsoid referenced survey,1
hydrographic survey project instructions,1
francisco bay area circulation survey,1
coastal services center s coastal resource management customer survey,1
survey earth resources observation and science center science processing architecture,1
harmful algal event data,1
unified precipitation dataset,1
climate prediction center unified precipitation dataset,1
shipboard sensor database,1
world ocean database and world ocean word,1
homeland infrastructure foundationlevel data,1
screening level vulnerability assessment survey,1
contains temperature data,1
international quality controlled ocean database,1
northeast fisheries science center survey,1
legacy stock assessment database,1
world ocean database and the global ocean ecosystem dynamics,1
substance abuse and mental health services administration s national survey on drug,1
standing order for data,1
standing order of data,1
antelope seismic database,1
significant earthquake database national geophysical data center world data service,1
survey did you feel,1
national cattle survey,1
florida citrus survey,1
survey national water information system data,1
survey and oklahoma state university county extension service,1
kentucky farm tractor overturn telephone survey,1
orchard survey french department of agriculture,1
national cooperative soil survey of henderson county kentucky,1
consumer expenditures survey,1
california rangeland decision making survey,1
annual land utilization survey,1
survey national water quality surveillance system,1
survey and the office of agricultural water policy of the florida department,1
earth resources observation systems data,1
snake river basin study,1
census of agriculture cropping practices survey and crops county data,1
united states this study,1
agriculture farm women s survey,1
ribosomal database project,1
adventist health study,1
special nutrition sub study,1
high plains aquifer study,1
national agricultural statistical survey,1
aggregated water use database system,1
survey responses data warehouse,1
metadata and data standardize survey,1
jersey landfill database,1
breeding birds survey,1
land cover trends dataset,1
knowledge discovery database,1
land use land cover area frame survey,1
italian agricultural survey,1
high resolution national hydrography dataset,1
great plains population and environment database gutmann,1
counting values food hub financial benchmarking study farm credit east wallace center,1
agriculture financial advisor database,1
commodity cost and return database for wisconsin,1
census of agriculture farm and ranch irrigation survey,1
enhanced national land cover dataset,1
farmers market survey,1
agricultural management survey,1
west wide drought tracker united states geological survey,1
washington infant study,1
baltimore washington infant study,1
eurostat farm structure survey,1
quick fire emissions data,1
abandoned coal mine methane opportunities database,1
soil survey division staff,1
colorado farm family health and hazard survey colorado state university,1
louisiana farm health and injury survey,1
cropland rental arrangement survey,1
agricultural time series cross section dataset,1
penn state ciba giegy study,1
database soil survey staff natural resources conservation service united states department,1
journal article citation database,1
census of agriculture ranch and irrigation survey,1
census of agriculture organic production survey,1
database on political institution,1
fish collection systems and the institute for fisheries research water atlas database,1
american community survey mast,1
survey national land cover data,1
survey professional papers,1
consumer expenditure survey and vermont department of taxes,1
national agricultural worker survey,1
national soil survey center,1
survey of occupational injuries and illnesses,1
enumeration profiles study update june,1
michigan migrant and seasonal farmworker enumeration profiles study update june,1
national safety council farm accident survey,1
national agricultural statistics survey,1
national agricultural statistucs survey,1
current population survey the farm labor survey and the census of agriculture,1
survey national land cover database,1
kentucky produce planting and marketing intentions grower survey and outlook woods,1
southeastern cooperative wildlife disease study,1
livestock anaerobic digester database,1
general land office survey,1
tester and the stream survey test,1
economic research service study,1
while the june area survey,1
national animal health monitoring system survey,1
insect development database,1
clean watersheds needs survey data,1
national soil survey center soil survey laboratory,1
taxonomy soil survey staff,1
harmonized world soil database,1
national solar radiation database,1
soil taxonomy soil survey staff,1
soil survey geographical data,1
florida cooperative soil survey program,1
survey federal center,1
kansas geological survey new mexico natural resources department oklahoma water resources board,1
state high plains ogallala aquifer area study,1
economic development administration study,1
national agricultural statistics service survey data,1
chicago medical center study,1
survey of consumer finances and the survey of income and program participation,1
national nursery survey,1
university of kentucky survey research center,1
national health interview survey massey,1
department of agriculture survey data,1
british columbia farmland ownership and leasing survey,1
louisiana farmland ownership and leasing survey,1
brazilian survey of industry,1
digital world small and medium sized business and consumer survey,1
investigate the american community survey,1
farm production expenditures survey data,1
occupational changes in a generation data,1
women on farms survey,1
women on farm survey,1
penn state women on farms survey,1
farm women survey,1
service national woodland owner survey,1
survey instrument versions,1
playas and wetlands database,1
survey s national water quality assessment,1
survey and bureau of ethnology john wesley powell,1
